,Unnamed: 0,Region,Municipality,Construction Materials,Total Occupied Housing Units,Roof: Galvanized iron/aluminum,Roof: Tile/concrete/clay tile,Roof: Half galvanized iron and half concrete,Roof: Bamboo/cogon/ nipa/anahaw,Roof: Asbestos,Roof:Makeshift/ salvaged/ improvised materials,Roof:Trapal,Roof: Others,Roof: Not Reported,coordinates,Latitude,Longitude,Distance,Material Categories,Elevation
11912,11912,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Wood,19404.0,17397.0,76.0,720.0,1111.0,18.0,60.0,22.0,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Wood,-9999.0
11913,11913,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Half concrete/brick/stone and half wood,22749.0,18268.0,147.0,4150.0,122.0,21.0,40.0,,1.0,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Mixed,-9999.0
11914,11914,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Galvanized iron/aluminum,487.0,417.0,6.0,46.0,14.0,1.0,3.0,,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Metal,-9999.0
11915,11915,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Bamboo/sawali/cogon/nipa,8034.0,5627.0,,461.0,1899.0,,28.0,19.0,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Traditional,-9999.0
11916,11916,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Asbestos,16.0,13.0,1.0,,,2.0,,,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Makeshift/none,-9999.0
11917,11917,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Glass,13.0,9.0,3.0,,,1.0,,,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Mixed,-9999.0
11918,11918,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Makeshift/salvaged/improvised materials,636.0,398.0,,4.0,45.0,,174.0,15.0,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Makeshift/none,-9999.0
11919,11919,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Trapal,64.0,40.0,,,1.0,,2.0,21.0,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Makeshift/none,-9999.0
11920,11920,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Others,9.0,9.0,,,,,,,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Others,-9999.0
11921,11921,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),No walls,12.0,12.0,,,,,,,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Makeshift/none,-9999.0
11922,11922,REGION VI - WESTERN VISAYAS,ILOILO CITY (Capital),Not Reported,846.0,763.0,,81.0,,2.0,,,,,"[10.6926985, 122.5736783]",10.6926985,122.5736783,1.0,Not reported,-9999.0
11923,11923,REGION VI - WESTERN VISAYAS,GUIMARAS,Total,40497.0,33221.0,124.0,1079.0,5976.0,5.0,63.0,9.0,19.0,1.0,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Total,156.0
11924,11924,REGION VI - WESTERN VISAYAS,GUIMARAS,Concrete/brick/stone,10052.0,9857.0,83.0,68.0,40.0,3.0,1.0,,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Concrete,156.0
11925,11925,REGION VI - WESTERN VISAYAS,GUIMARAS,Wood,4634.0,4083.0,12.0,101.0,435.0,,2.0,1.0,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Wood,156.0
11926,11926,REGION VI - WESTERN VISAYAS,GUIMARAS,Half concrete/brick/stone and half wood,8696.0,7885.0,11.0,647.0,138.0,2.0,5.0,,8.0,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Mixed,156.0
11927,11927,REGION VI - WESTERN VISAYAS,GUIMARAS,Galvanized iron/aluminum,284.0,164.0,18.0,70.0,32.0,,,,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Metal,156.0
11928,11928,REGION VI - WESTERN VISAYAS,GUIMARAS,Bamboo/sawali/cogon/nipa,16502.0,10985.0,,187.0,5287.0,,28.0,5.0,10.0,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Traditional,156.0
11929,11929,REGION VI - WESTERN VISAYAS,GUIMARAS,Asbestos,17.0,16.0,,1.0,,,,,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Makeshift/none,156.0
11930,11930,REGION VI - WESTERN VISAYAS,GUIMARAS,Glass,3.0,3.0,,,,,,,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Mixed,156.0
11931,11931,REGION VI - WESTERN VISAYAS,GUIMARAS,Makeshift/salvaged/improvised materials,124.0,63.0,,1.0,32.0,,27.0,1.0,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Makeshift/none,156.0
11932,11932,REGION VI - WESTERN VISAYAS,GUIMARAS,Trapal,21.0,9.0,,,10.0,,,2.0,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Makeshift/none,156.0
11933,11933,REGION VI - WESTERN VISAYAS,GUIMARAS,Others,40.0,38.0,,,1.0,,,,1.0,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Others,156.0
11934,11934,REGION VI - WESTERN VISAYAS,GUIMARAS,No walls,10.0,9.0,,,1.0,,,,,,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Makeshift/none,156.0
11935,11935,REGION VI - WESTERN VISAYAS,GUIMARAS,Not Reported,114.0,109.0,,4.0,,,,,,1.0,"[10.5882434, 122.58264250286037]",10.5882434,122.58264250286037,-6.0,Not reported,156.0
11936,11936,REGION VI - WESTERN VISAYAS,BUENAVISTA,Total,12077.0,10642.0,22.0,187.0,1219.0,,3.0,3.0,1.0,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Total,68.0
11937,11937,REGION VI - WESTERN VISAYAS,BUENAVISTA,Concrete/brick/stone,3911.0,3876.0,10.0,16.0,9.0,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Concrete,68.0
11938,11938,REGION VI - WESTERN VISAYAS,BUENAVISTA,Wood,1475.0,1365.0,7.0,18.0,84.0,,,1.0,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Wood,68.0
11939,11939,REGION VI - WESTERN VISAYAS,BUENAVISTA,Half concrete/brick/stone and half wood,2947.0,2802.0,5.0,117.0,23.0,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Mixed,68.0
11940,11940,REGION VI - WESTERN VISAYAS,BUENAVISTA,Galvanized iron/aluminum,49.0,41.0,,1.0,7.0,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Metal,68.0
11941,11941,REGION VI - WESTERN VISAYAS,BUENAVISTA,Bamboo/sawali/cogon/nipa,3647.0,2522.0,,34.0,1089.0,,1.0,,1.0,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Traditional,68.0
11942,11942,REGION VI - WESTERN VISAYAS,BUENAVISTA,Asbestos,4.0,3.0,,1.0,,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Makeshift/none,68.0
11943,11943,REGION VI - WESTERN VISAYAS,BUENAVISTA,Glass,,,,,,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Mixed,68.0
11944,11944,REGION VI - WESTERN VISAYAS,BUENAVISTA,Makeshift/salvaged/improvised materials,18.0,11.0,,,5.0,,2.0,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Makeshift/none,68.0
11945,11945,REGION VI - WESTERN VISAYAS,BUENAVISTA,Trapal,8.0,4.0,,,2.0,,,2.0,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Makeshift/none,68.0
11946,11946,REGION VI - WESTERN VISAYAS,BUENAVISTA,Others,1.0,1.0,,,,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Others,68.0
11947,11947,REGION VI - WESTERN VISAYAS,BUENAVISTA,No walls,4.0,4.0,,,,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Makeshift/none,68.0
11948,11948,REGION VI - WESTERN VISAYAS,BUENAVISTA,Not Reported,13.0,13.0,,,,,,,,,"[10.6970447, 122.6479645]",10.6970447,122.6479645,-4.0,Not reported,68.0
11949,11949,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Total,8304.0,7221.0,22.0,321.0,705.0,1.0,22.0,3.0,8.0,1.0,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Total,20.0
11950,11950,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Concrete/brick/stone,1914.0,1874.0,19.0,17.0,2.0,1.0,1.0,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Concrete,20.0
11951,11951,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Wood,1530.0,1466.0,2.0,21.0,39.0,,2.0,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Wood,20.0
11952,11952,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Half concrete/brick/stone and half wood,1801.0,1576.0,,208.0,9.0,,,,8.0,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Mixed,20.0
11953,11953,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Galvanized iron/aluminum,62.0,52.0,1.0,1.0,8.0,,,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Metal,20.0
11954,11954,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Bamboo/sawali/cogon/nipa,2925.0,2206.0,,72.0,639.0,,6.0,2.0,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Traditional,20.0
11955,11955,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Asbestos,2.0,2.0,,,,,,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Makeshift/none,20.0
11956,11956,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Glass,1.0,1.0,,,,,,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Mixed,20.0
11957,11957,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Makeshift/salvaged/improvised materials,25.0,7.0,,,4.0,,13.0,1.0,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Makeshift/none,20.0
11958,11958,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Trapal,5.0,2.0,,,3.0,,,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Makeshift/none,20.0
11959,11959,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Others,4.0,3.0,,,1.0,,,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Others,20.0
11960,11960,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),No walls,1.0,1.0,,,,,,,,,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Makeshift/none,20.0
11961,11961,REGION VI - WESTERN VISAYAS,JORDAN (CAPITAL),Not Reported,34.0,31.0,,2.0,,,,,,1.0,"[10.6611675, 122.5909592]",10.6611675,122.5909592,-1.0,Not reported,20.0
11962,11962,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Total,9157.0,6471.0,43.0,293.0,2307.0,4.0,38.0,1.0,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Total,30.0
11963,11963,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Concrete/brick/stone,2008.0,1943.0,31.0,14.0,18.0,2.0,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Concrete,30.0
11964,11964,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Wood,741.0,489.0,3.0,38.0,211.0,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Wood,30.0
11965,11965,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Half concrete/brick/stone and half wood,1761.0,1534.0,3.0,157.0,60.0,2.0,5.0,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Mixed,30.0
11966,11966,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Galvanized iron/aluminum,97.0,21.0,6.0,59.0,11.0,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Metal,30.0
11967,11967,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Bamboo/sawali/cogon/nipa,4463.0,2435.0,,22.0,1984.0,,21.0,1.0,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Traditional,30.0
11968,11968,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Asbestos,9.0,9.0,,,,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Makeshift/none,30.0
11969,11969,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Glass,,,,,,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Mixed,30.0
11970,11970,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Makeshift/salvaged/improvised materials,55.0,21.0,,1.0,21.0,,12.0,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Makeshift/none,30.0
11971,11971,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Trapal,1.0,,,,1.0,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Makeshift/none,30.0
11972,11972,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Others,2.0,2.0,,,,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Others,30.0
11973,11973,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,No walls,4.0,3.0,,,1.0,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Makeshift/none,30.0
11974,11974,REGION VI - WESTERN VISAYAS,NUEVA VALENCIA,Not Reported,16.0,14.0,,2.0,,,,,,,"[10.5265939, 122.5396019]",10.5265939,122.5396019,-2.0,Not reported,30.0
11975,11975,REGION VI - WESTERN VISAYAS,SAN LORENZO,Total,5991.0,5031.0,16.0,148.0,795.0,,,1.0,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Total,-9999.0
11976,11976,REGION VI - WESTERN VISAYAS,SAN LORENZO,Concrete/brick/stone,1230.0,1212.0,7.0,5.0,6.0,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Concrete,-9999.0
11977,11977,REGION VI - WESTERN VISAYAS,SAN LORENZO,Wood,477.0,435.0,,10.0,32.0,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Wood,-9999.0
11978,11978,REGION VI - WESTERN VISAYAS,SAN LORENZO,Half concrete/brick/stone and half wood,1272.0,1161.0,3.0,91.0,17.0,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Mixed,-9999.0
11979,11979,REGION VI - WESTERN VISAYAS,SAN LORENZO,Galvanized iron/aluminum,38.0,29.0,6.0,2.0,1.0,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Metal,-9999.0
11980,11980,REGION VI - WESTERN VISAYAS,SAN LORENZO,Bamboo/sawali/cogon/nipa,2933.0,2156.0,,40.0,736.0,,,1.0,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Traditional,-9999.0
11981,11981,REGION VI - WESTERN VISAYAS,SAN LORENZO,Asbestos,2.0,2.0,,,,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Makeshift/none,-9999.0
11982,11982,REGION VI - WESTERN VISAYAS,SAN LORENZO,Glass,2.0,2.0,,,,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Mixed,-9999.0
11983,11983,REGION VI - WESTERN VISAYAS,SAN LORENZO,Makeshift/salvaged/improvised materials,3.0,1.0,,,2.0,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Makeshift/none,-9999.0
11984,11984,REGION VI - WESTERN VISAYAS,SAN LORENZO,Trapal,1.0,,,,1.0,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Makeshift/none,-9999.0
11985,11985,REGION VI - WESTERN VISAYAS,SAN LORENZO,Others,2.0,2.0,,,,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Others,-9999.0
11986,11986,REGION VI - WESTERN VISAYAS,SAN LORENZO,No walls,,,,,,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Makeshift/none,-9999.0
11987,11987,REGION VI - WESTERN VISAYAS,SAN LORENZO,Not Reported,31.0,31.0,,,,,,,,,"[10.5919964, 122.7021327]",10.5919964,122.7021327,-1.0,Not reported,-9999.0
11988,11988,REGION VI - WESTERN VISAYAS,SIBUNAG,Total,4968.0,3856.0,21.0,130.0,950.0,,,1.0,10.0,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Total,103.0
11989,11989,REGION VI - WESTERN VISAYAS,SIBUNAG,Concrete/brick/stone,989.0,952.0,16.0,16.0,5.0,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Concrete,103.0
11990,11990,REGION VI - WESTERN VISAYAS,SIBUNAG,Wood,411.0,328.0,,14.0,69.0,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Wood,103.0
11991,11991,REGION VI - WESTERN VISAYAS,SIBUNAG,Half concrete/brick/stone and half wood,915.0,812.0,,74.0,29.0,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Mixed,103.0
11992,11992,REGION VI - WESTERN VISAYAS,SIBUNAG,Galvanized iron/aluminum,38.0,21.0,5.0,7.0,5.0,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Metal,103.0
11993,11993,REGION VI - WESTERN VISAYAS,SIBUNAG,Bamboo/sawali/cogon/nipa,2534.0,1666.0,,19.0,839.0,,,1.0,9.0,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Traditional,103.0
11994,11994,REGION VI - WESTERN VISAYAS,SIBUNAG,Asbestos,,,,,,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Makeshift/none,103.0
11995,11995,REGION VI - WESTERN VISAYAS,SIBUNAG,Glass,,,,,,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Mixed,103.0
11996,11996,REGION VI - WESTERN VISAYAS,SIBUNAG,Makeshift/salvaged/improvised materials,23.0,23.0,,,,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Makeshift/none,103.0
11997,11997,REGION VI - WESTERN VISAYAS,SIBUNAG,Trapal,6.0,3.0,,,3.0,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Makeshift/none,103.0
11998,11998,REGION VI - WESTERN VISAYAS,SIBUNAG,Others,31.0,30.0,,,,,,,1.0,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Others,103.0
11999,11999,REGION VI - WESTERN VISAYAS,SIBUNAG,No walls,1.0,1.0,,,,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Makeshift/none,103.0
12000,12000,REGION VI - WESTERN VISAYAS,SIBUNAG,Not Reported,20.0,20.0,,,,,,,,,"[10.5036984, 122.6306958]",10.5036984,122.6306958,-3.0,Not reported,103.0
12001,12001,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Total,563594.0,421649.0,4069.0,27748.0,106916.0,457.0,2030.0,294.0,312.0,119.0,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Total,4.0
12002,12002,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Concrete/brick/stone,140957.0,134621.0,3002.0,2127.0,1045.0,86.0,44.0,9.0,16.0,7.0,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Concrete,4.0
12003,12003,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Wood,83229.0,66837.0,340.0,3851.0,11746.0,210.0,182.0,31.0,30.0,2.0,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Wood,4.0
12004,12004,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Half concrete/brick/stone and half wood,109775.0,88108.0,624.0,17487.0,3272.0,144.0,104.0,8.0,26.0,2.0,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Mixed,4.0
12005,12005,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Galvanized iron/aluminum,5765.0,4384.0,85.0,494.0,782.0,5.0,9.0,4.0,2.0,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Metal,4.0
12006,12006,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Bamboo/sawali/cogon/nipa,215816.0,122143.0,,3583.0,89274.0,,460.0,136.0,194.0,26.0,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Traditional,4.0
12007,12007,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Asbestos,261.0,235.0,9.0,9.0,,8.0,,,,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Makeshift/none,4.0
12008,12008,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Glass,34.0,28.0,2.0,,,3.0,,,1.0,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Mixed,4.0
12009,12009,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Makeshift/salvaged/improvised materials,3776.0,1873.0,,76.0,599.0,,1211.0,13.0,4.0,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Makeshift/none,4.0
12010,12010,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Trapal,445.0,211.0,,,129.0,,17.0,87.0,1.0,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Makeshift/none,4.0
12011,12011,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Others,486.0,416.0,,9.0,23.0,,1.0,4.0,33.0,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Others,4.0
12012,12012,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),No walls,87.0,61.0,2.0,5.0,14.0,,2.0,2.0,1.0,,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Makeshift/none,4.0
12013,12013,REGION VI - WESTERN VISAYAS,NEGROS OCCIDENTAL (excluding Bacolod City),Not Reported,2963.0,2732.0,5.0,107.0,32.0,1.0,,,4.0,82.0,"[10.027375150000001, 122.83293458862934]",10.02737515,122.83293458862934,-3.0,Not reported,4.0
12014,12014,REGION VI - WESTERN VISAYAS,BAGO CITY,Total,39765.0,32177.0,165.0,1583.0,5641.0,7.0,153.0,12.0,13.0,14.0,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Total,8.0
12015,12015,REGION VI - WESTERN VISAYAS,BAGO CITY,Concrete/brick/stone,10586.0,10242.0,105.0,192.0,43.0,3.0,1.0,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Concrete,8.0
12016,12016,REGION VI - WESTERN VISAYAS,BAGO CITY,Wood,4412.0,3652.0,32.0,241.0,487.0,,,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Wood,8.0
12017,12017,REGION VI - WESTERN VISAYAS,BAGO CITY,Half concrete/brick/stone and half wood,7924.0,6926.0,26.0,832.0,131.0,4.0,4.0,,1.0,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Mixed,8.0
12018,12018,REGION VI - WESTERN VISAYAS,BAGO CITY,Galvanized iron/aluminum,330.0,260.0,2.0,20.0,46.0,,2.0,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Metal,8.0
12019,12019,REGION VI - WESTERN VISAYAS,BAGO CITY,Bamboo/sawali/cogon/nipa,15989.0,10779.0,,284.0,4877.0,,30.0,6.0,11.0,2.0,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Traditional,8.0
12020,12020,REGION VI - WESTERN VISAYAS,BAGO CITY,Asbestos,4.0,4.0,,,,,,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Makeshift/none,8.0
12021,12021,REGION VI - WESTERN VISAYAS,BAGO CITY,Glass,3.0,3.0,,,,,,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Mixed,8.0
12022,12022,REGION VI - WESTERN VISAYAS,BAGO CITY,Makeshift/salvaged/improvised materials,318.0,148.0,,6.0,45.0,,116.0,2.0,1.0,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Makeshift/none,8.0
12023,12023,REGION VI - WESTERN VISAYAS,BAGO CITY,Trapal,22.0,11.0,,,7.0,,,4.0,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Makeshift/none,8.0
12024,12024,REGION VI - WESTERN VISAYAS,BAGO CITY,Others,14.0,14.0,,,,,,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Others,8.0
12025,12025,REGION VI - WESTERN VISAYAS,BAGO CITY,No walls,5.0,4.0,,,1.0,,,,,,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Makeshift/none,8.0
12026,12026,REGION VI - WESTERN VISAYAS,BAGO CITY,Not Reported,158.0,134.0,,8.0,4.0,,,,,12.0,"[10.5382888, 122.83515187060972]",10.5382888,122.83515187060972,-1.0,Not reported,8.0
12027,12027,REGION VI - WESTERN VISAYAS,BINALBAGAN,Total,14823.0,11221.0,79.0,815.0,2674.0,,18.0,2.0,14.0,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Total,7.0
12028,12028,REGION VI - WESTERN VISAYAS,BINALBAGAN,Concrete/brick/stone,4053.0,3945.0,52.0,25.0,31.0,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Concrete,7.0
12029,12029,REGION VI - WESTERN VISAYAS,BINALBAGAN,Wood,1874.0,1543.0,5.0,25.0,298.0,,2.0,1.0,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Wood,7.0
12030,12030,REGION VI - WESTERN VISAYAS,BINALBAGAN,Half concrete/brick/stone and half wood,3169.0,2316.0,20.0,723.0,107.0,,1.0,,2.0,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Mixed,7.0
12031,12031,REGION VI - WESTERN VISAYAS,BINALBAGAN,Galvanized iron/aluminum,110.0,86.0,1.0,3.0,20.0,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Metal,7.0
12032,12032,REGION VI - WESTERN VISAYAS,BINALBAGAN,Bamboo/sawali/cogon/nipa,5532.0,3269.0,,39.0,2209.0,,3.0,,12.0,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Traditional,7.0
